response_id,mode,status,attention_check,duration_seconds,region,county,age,gender,race_ethnicity,education,party_registration,ideology,vote_2024,homeownership,children_home,housing_cost_seriousness,allow_more_housing,rent_increase_limit,affordable_housing_tax_credits,development_traffic_concern,corporate_buyer_restrictions,public_land_housing,housing_priority_tradeoff
NVH00752,online,complete,Passed,850,Clark,Clark,65,Male,White non-Hispanic,High school or less,Republican,Very conservative,Trump,Own,No,Very serious,Strongly oppose,Not sure,Somewhat support,Not too concerned,Somewhat support,Strongly oppose,Build more homes even if neighborhoods change
NVH00753,online,complete,Passed,1296,Clark,Clark,23,Female,White non-Hispanic,Some college/associate,Independent/Other,Somewhat liberal,Harris,Rent,No,Somewhat serious,Not sure,Somewhat oppose,Somewhat support,Somewhat concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00754,online,complete,Passed,951,Clark,Clark,49,Female,Black,High school or less,Independent/Other,Somewhat liberal,Harris,Own,No,Somewhat serious,Somewhat oppose,Strongly support,Strongly support,Not too concerned,Strongly support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00755,sms,partial,Passed,1084,Rural Nevada,Churchill,51,Male,Hispanic/Latino,College graduate,Democrat,Moderate,Harris,Rent,No,Very serious,Strongly oppose,Strongly support,Strongly oppose,Very concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00756,sms,partial,Passed,634,Washoe,Washoe,25,Female,Other/Mixed,High school or less,Independent/Other,Moderate,Did not vote,Rent,No,Very serious,Somewhat support,Strongly support,Strongly oppose,Somewhat concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00757,sms,complete,Failed,1117,Clark,Clark,40,Female,Asian/Pacific Islander,High school or less,Republican,Very conservative,Trump,Rent,No,Very serious,Strongly support,Somewhat support,Strongly support,Somewhat concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00758,online,complete,Passed,1188,Clark,Clark,69,Female,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Other,Own,No,Somewhat serious,Somewhat support,Strongly support,Not sure,Not too concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00759,online,complete,Passed,1203,Clark,Clark,22,Female,White non-Hispanic,Some college/associate,Democrat,Very liberal,Harris,Own,No,Somewhat serious,Strongly support,Somewhat support,Somewhat support,Very concerned,Somewhat oppose,Strongly support,Not sure
NVH00760,online,complete,Passed,1134,Clark,Clark,28,Male,Hispanic/Latino,Postgraduate,Democrat,Somewhat liberal,Harris,Own,Yes,Very serious,Somewhat oppose,Strongly support,Strongly support,Very concerned,Somewhat oppose,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00761,online,complete,Failed,388,Clark,Clark,46,Male,White non-Hispanic,Postgraduate,Democrat,Somewhat conservative,Harris,Own,No,Somewhat serious,Somewhat oppose,Not sure,Somewhat support,Very concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00762,sms,complete,Passed,1152,Clark,Clark,45,Female,White non-Hispanic,Some college/associate,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Somewhat support,Strongly support,Somewhat support,Not too concerned,Somewhat support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00763,online,complete,Passed,460,Clark,Clark,26,Female,White non-Hispanic,Postgraduate,Independent/Other,Moderate,Harris,Own,Yes,Very serious,Somewhat oppose,Somewhat oppose,Somewhat oppose,Not too concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00764,sms,complete,Passed,1003,Clark,Clark,25,Female,Hispanic/Latino,Some college/associate,Republican,Moderate,Trump,Rent,No,Very serious,Strongly support,Somewhat support,Somewhat support,Somewhat concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00765,online,complete,Passed,446,Clark,Clark,65,Male,White non-Hispanic,College graduate,Independent/Other,Moderate,Trump,Other arrangement,No,Somewhat serious,Somewhat support,Not sure,Somewhat oppose,Not too concerned,Somewhat oppose,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00766,online,complete,Passed,160,Washoe,Washoe,45,Male,Other/Mixed,College graduate,Republican,Very conservative,Trump,Own,No,Very serious,Somewhat oppose,Strongly support,Strongly support,Not too concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00767,online,complete,Passed,527,Clark,Clark,23,Male,Asian/Pacific Islander,Postgraduate,Republican,Moderate,Trump,Own,Yes,Very serious,Strongly oppose,Strongly oppose,Somewhat oppose,Not at all concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00768,online,complete,Passed,996,Clark,Clark,55,Male,White non-Hispanic,High school or less,Democrat,Somewhat liberal,Trump,Own,No,Very serious,Somewhat support,Strongly support,Not sure,Somewhat concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00769,sms,complete,Passed,1257,Clark,Clark,83,Female,White non-Hispanic,College graduate,Independent/Other,Somewhat conservative,Harris,Own,No,Very serious,Somewhat support,Strongly oppose,Strongly oppose,Somewhat concerned,Not sure,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00770,online,complete,Passed,1152,Clark,Clark,60,Female,White non-Hispanic,Some college/associate,Democrat,Very liberal,Did not vote,Rent,No,Very serious,Strongly support,Somewhat support,Strongly oppose,Somewhat concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00771,sms,complete,Passed,1077,Washoe,Washoe,19,Male,White non-Hispanic,College graduate,Republican,Somewhat conservative,Other,Rent,No,Very serious,Strongly support,Somewhat support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00772,online,terminated,Passed,1352,Clark,Clark,27,Female,White non-Hispanic,College graduate,Independent/Other,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat support,Somewhat support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00773,online,complete,Passed,762,Washoe,Washoe,39,Male,Hispanic/Latino,Postgraduate,Republican,Somewhat conservative,Trump,Own,No,Not too serious,Somewhat oppose,Strongly support,Somewhat oppose,Very concerned,Strongly support,Strongly oppose,Build more homes even if neighborhoods change
NVH00774,online,complete,Passed,1347,Clark,Clark,24,Female,White non-Hispanic,High school or less,Republican,Moderate,Trump,Own,No,Somewhat serious,Somewhat oppose,Somewhat oppose,Strongly oppose,Very concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00775,sms,complete,Passed,696,Clark,Clark,62,Female,White non-Hispanic,Postgraduate,Democrat,Somewhat liberal,Trump,Own,No,Very serious,Not sure,Somewhat support,Not sure,Very concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00776,online,complete,Passed,251,Clark,Clark,64,Female,Asian/Pacific Islander,Some college/associate,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Strongly support,Somewhat oppose,Not sure,Somewhat concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00777,online,complete,Passed,983,Clark,Clark,45,Female,Hispanic/Latino,Postgraduate,Democrat,Moderate,Harris,Own,No,Very serious,Strongly oppose,Strongly support,Somewhat oppose,Not too concerned,Not sure,Somewhat oppose,Build more homes even if neighborhoods change
NVH00778,online,terminated,Passed,567,Clark,Clark,42,Female,Black,College graduate,Democrat,Somewhat liberal,Harris,Own,Yes,Very serious,Strongly support,Somewhat support,Somewhat support,Somewhat concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00779,online,complete,Passed,193,Rural Nevada,Carson City,64,Female,Asian/Pacific Islander,Postgraduate,Independent/Other,Somewhat conservative,Harris,Other arrangement,No,Not too serious,Somewhat oppose,Not sure,Somewhat support,Very concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00780,sms,complete,Passed,394,Clark,Clark,65,Male,White non-Hispanic,Postgraduate,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Somewhat support,Strongly support,Strongly support,Not too concerned,Strongly support,Somewhat oppose,Not sure
NVH00781,online,complete,Passed,1308,Clark,Clark,23,Female,Other/Mixed,Some college/associate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat support,Somewhat concerned,Somewhat oppose,Somewhat support,Not sure
NVH00782,online,complete,Passed,462,Clark,Clark,44,Male,Hispanic/Latino,College graduate,Republican,Somewhat conservative,Trump,Rent,No,Very serious,Strongly support,Strongly support,Somewhat support,Not at all concerned,Strongly support,Not sure,Not sure
NVH00783,sms,partial,Passed,1295,Clark,Clark,28,Male,Black,Some college/associate,Democrat,Somewhat liberal,Harris,Rent,Yes,Very serious,Strongly support,Strongly support,Not sure,Somewhat concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00784,online,partial,Passed,1255,Rural Nevada,Humboldt,26,Male,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Harris,Rent,No,Somewhat serious,Somewhat oppose,Strongly support,Somewhat support,Somewhat concerned,Somewhat oppose,Somewhat oppose,Build more homes even if neighborhoods change
NVH00785,online,complete,Passed,520,Clark,Clark,21,Male,Hispanic/Latino,College graduate,Democrat,Somewhat liberal,Harris,Own,Yes,Somewhat serious,Strongly support,Somewhat support,Somewhat support,Not at all concerned,Somewhat oppose,Somewhat support,Build more homes even if neighborhoods change
NVH00786,online,complete,Passed,282,Clark,Clark,32,Male,Hispanic/Latino,High school or less,Independent/Other,Somewhat conservative,Trump,Own,Yes,Very serious,Somewhat support,Strongly oppose,Somewhat support,Not at all concerned,Somewhat support,Strongly oppose,Build more homes even if neighborhoods change
NVH00787,online,complete,Failed,879,Rural Nevada,Elko,59,Female,White non-Hispanic,High school or less,Democrat,Very liberal,Harris,Other arrangement,No,Very serious,Somewhat oppose,Strongly support,Somewhat support,Somewhat concerned,Somewhat oppose,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00788,online,complete,Passed,572,Clark,Clark,28,Female,White non-Hispanic,College graduate,Democrat,Moderate,Harris,Rent,No,Very serious,Not sure,Somewhat support,Somewhat support,Not too concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00789,sms,complete,Passed,694,Clark,Clark,21,Male,White non-Hispanic,College graduate,Republican,Moderate,Trump,Own,No,Somewhat serious,Somewhat oppose,Strongly support,Somewhat oppose,Somewhat concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00790,online,complete,Passed,1012,Clark,Clark,71,Female,Hispanic/Latino,College graduate,Democrat,Moderate,Harris,Rent,No,Somewhat serious,Strongly support,Not sure,Somewhat support,Not too concerned,Somewhat oppose,Strongly oppose,Build more homes even if neighborhoods change
NVH00791,online,partial,Passed,538,Clark,Clark,50,Male,Hispanic/Latino,High school or less,Republican,Somewhat conservative,Trump,Own,No,Somewhat serious,Somewhat oppose,Strongly oppose,Somewhat support,Very concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00792,online,complete,Passed,694,Clark,Clark,49,Female,White non-Hispanic,Some college/associate,Independent/Other,Somewhat liberal,Trump,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat support,Somewhat concerned,Somewhat support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00793,online,complete,Passed,647,Clark,Clark,59,Male,White non-Hispanic,Some college/associate,Republican,Somewhat conservative,Trump,Own,No,Very serious,Somewhat oppose,Strongly support,Somewhat support,Not too concerned,Somewhat support,Somewhat oppose,Not sure
NVH00794,online,complete,Passed,199,Clark,Clark,23,Male,White non-Hispanic,Postgraduate,Democrat,Very liberal,Harris,Rent,No,Very serious,Not sure,Strongly oppose,Strongly oppose,Not at all concerned,Not sure,Somewhat oppose,Build more homes even if neighborhoods change
NVH00795,sms,partial,Passed,1445,Clark,Clark,64,Female,White non-Hispanic,Postgraduate,Independent/Other,Somewhat conservative,Trump,Rent,No,Very serious,Strongly oppose,Strongly support,Strongly oppose,Not too concerned,Strongly support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00796,online,complete,Passed,496,Washoe,Washoe,20,Male,Black,Postgraduate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Strongly support,Strongly support,Somewhat support,Somewhat concerned,Somewhat oppose,Somewhat support,Build more homes even if neighborhoods change
NVH00797,online,complete,Passed,453,Clark,Clark,41,Male,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Harris,Own,Yes,Somewhat serious,Somewhat support,Somewhat oppose,Somewhat oppose,Very concerned,Somewhat oppose,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00798,online,complete,Passed,1149,Clark,Clark,19,Female,White non-Hispanic,Some college/associate,Independent/Other,Very conservative,Trump,Rent,No,Very serious,Somewhat support,Strongly support,Not sure,Somewhat concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00799,sms,complete,Passed,1041,Washoe,Washoe,20,Male,White non-Hispanic,Some college/associate,Republican,Somewhat conservative,Trump,Rent,No,Somewhat serious,Somewhat support,Somewhat support,Somewhat oppose,Not at all concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00800,online,complete,Passed,249,Clark,Clark,45,Male,Hispanic/Latino,College graduate,Republican,Somewhat conservative,Trump,Other arrangement,No,Very serious,Somewhat support,Somewhat support,Somewhat support,Somewhat concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00801,online,complete,Passed,1147,Clark,Clark,43,Male,Hispanic/Latino,College graduate,Independent/Other,Somewhat liberal,Did not vote,Own,Yes,Very serious,Somewhat support,Somewhat support,Somewhat support,Not too concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00802,online,complete,Passed,969,Clark,Clark,68,Male,Black,Postgraduate,Independent/Other,Somewhat conservative,Did not vote,Rent,No,Very serious,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat concerned,Somewhat support,Strongly oppose,Not sure
NVH00803,sms,complete,Passed,444,Clark,Clark,32,Female,White non-Hispanic,College graduate,Independent/Other,Very conservative,Trump,Rent,No,Very serious,Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat concerned,Somewhat oppose,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00804,online,complete,Passed,630,Clark,Clark,52,Female,White non-Hispanic,High school or less,Republican,Moderate,Trump,Own,No,Somewhat serious,Strongly oppose,Somewhat support,Somewhat support,Very concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00805,sms,complete,Passed,627,Washoe,Washoe,48,Female,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Harris,Own,No,Very serious,Somewhat support,Strongly support,Somewhat oppose,Very concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00806,sms,complete,Passed,1061,Clark,Clark,67,Male,White non-Hispanic,Some college/associate,Republican,Moderate,Trump,Own,No,Somewhat serious,Strongly oppose,Somewhat support,Strongly oppose,Somewhat concerned,Somewhat support,Not sure,Not sure
NVH00807,online,complete,Passed,1419,Clark,Clark,24,Female,Hispanic/Latino,Some college/associate,Republican,Somewhat conservative,Trump,Rent,No,Somewhat serious,Somewhat oppose,Strongly support,Strongly support,Somewhat concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00808,sms,complete,Passed,284,Clark,Clark,29,Male,Black,Postgraduate,Independent/Other,Moderate,Harris,Rent,Yes,Very serious,Somewhat oppose,Somewhat support,Somewhat support,Very concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00809,online,partial,Passed,865,Clark,Clark,34,Female,Hispanic/Latino,Postgraduate,Independent/Other,Very liberal,Trump,Rent,Yes,Very serious,Strongly support,Not sure,Not sure,Not too concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00810,online,complete,Failed,938,Washoe,Washoe,18,Male,Hispanic/Latino,Postgraduate,Republican,Somewhat conservative,Harris,Own,No,Very serious,Not sure,Somewhat oppose,Somewhat oppose,Somewhat concerned,Somewhat oppose,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00811,online,complete,Passed,388,Rural Nevada,Humboldt,21,Male,White non-Hispanic,High school or less,Republican,Very conservative,Trump,Rent,No,Very serious,Somewhat oppose,Somewhat support,Strongly oppose,Very concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00812,sms,complete,Passed,1240,Washoe,Washoe,76,Male,Asian/Pacific Islander,College graduate,Independent/Other,Somewhat liberal,Other,Other arrangement,No,Very serious,Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat concerned,Somewhat oppose,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00813,sms,complete,Passed,468,Clark,Clark,25,Female,White non-Hispanic,College graduate,Independent/Other,Very liberal,Did not vote,Rent,Yes,Very serious,Somewhat support,Strongly oppose,Strongly support,Not too concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00814,online,complete,Passed,945,Clark,Clark,18,Male,Hispanic/Latino,Postgraduate,Independent/Other,Moderate,Trump,Own,No,Very serious,Strongly support,Somewhat support,Somewhat support,Somewhat concerned,Somewhat oppose,Somewhat oppose,Build more homes even if neighborhoods change
NVH00815,sms,complete,Passed,588,Rural Nevada,Nye,35,Male,White non-Hispanic,Postgraduate,Democrat,Very conservative,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat support,Not too concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00816,online,complete,Passed,1351,Clark,Clark,81,Male,White non-Hispanic,College graduate,Independent/Other,Moderate,Harris,Rent,No,Very serious,Strongly support,Not sure,Somewhat support,Very concerned,Somewhat oppose,Somewhat oppose,Build more homes even if neighborhoods change
NVH00817,online,complete,Passed,433,Clark,Clark,58,Male,White non-Hispanic,Some college/associate,Republican,Very conservative,Trump,Rent,No,Very serious,Somewhat support,Somewhat support,Strongly support,Not too concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00818,online,complete,Passed,1105,Clark,Clark,21,Female,Other/Mixed,College graduate,Independent/Other,Somewhat liberal,Harris,Rent,No,Very serious,Strongly support,Somewhat oppose,Somewhat oppose,Not at all concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00819,online,complete,Passed,1122,Clark,Clark,28,Male,Hispanic/Latino,Some college/associate,Independent/Other,Moderate,Trump,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat support,Not too concerned,Somewhat support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00820,sms,complete,Passed,711,Clark,Clark,46,Female,Hispanic/Latino,Some college/associate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Strongly support,Somewhat concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00821,online,complete,Passed,387,Clark,Clark,18,Female,White non-Hispanic,High school or less,Republican,Moderate,Trump,Own,No,Very serious,Not sure,Strongly oppose,Strongly support,Very concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00822,online,partial,Passed,1352,Clark,Clark,27,Male,White non-Hispanic,Some college/associate,Republican,Moderate,Trump,Own,No,Very serious,Somewhat support,Strongly support,Strongly support,Somewhat concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00823,sms,complete,Passed,179,Washoe,Washoe,42,Male,Hispanic/Latino,College graduate,Republican,Very conservative,Trump,Own,Yes,Very serious,Strongly support,Somewhat support,Strongly oppose,Somewhat concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00824,sms,complete,Passed,561,Clark,Clark,37,Female,White non-Hispanic,College graduate,Republican,Somewhat conservative,Trump,Own,Yes,Very serious,Strongly oppose,Strongly oppose,Strongly oppose,Very concerned,Somewhat oppose,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00825,online,complete,Passed,1024,Washoe,Washoe,49,Female,White non-Hispanic,High school or less,Republican,Moderate,Trump,Rent,No,Somewhat serious,Strongly support,Somewhat support,Somewhat oppose,Somewhat concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00826,online,complete,Passed,552,Clark,Clark,32,Male,White non-Hispanic,Some college/associate,Independent/Other,Somewhat conservative,Trump,Own,No,Very serious,Strongly oppose,Somewhat support,Somewhat support,Very concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00827,sms,complete,Passed,269,Clark,Clark,30,Female,Asian/Pacific Islander,High school or less,Democrat,Somewhat liberal,Harris,Other arrangement,No,Very serious,Strongly support,Somewhat oppose,Somewhat support,Somewhat concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00828,sms,complete,Passed,935,Clark,Clark,30,Female,Hispanic/Latino,Postgraduate,Independent/Other,Somewhat conservative,Harris,Rent,No,Very serious,Strongly support,Somewhat oppose,Not sure,Somewhat concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00829,online,complete,Passed,923,Clark,Clark,19,Male,Hispanic/Latino,Postgraduate,Independent/Other,Moderate,Harris,Own,No,Very serious,Somewhat oppose,Somewhat support,Somewhat support,Very concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00830,online,complete,Passed,1193,Clark,Clark,59,Female,White non-Hispanic,Some college/associate,Republican,Somewhat conservative,Trump,Rent,No,Very serious,Somewhat support,Strongly support,Strongly support,Not at all concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00831,online,complete,Passed,962,Clark,Clark,56,Male,Other/Mixed,College graduate,Independent/Other,Moderate,Did not vote,Own,No,Very serious,Somewhat support,Somewhat support,Strongly oppose,Very concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00832,online,complete,Passed,871,Washoe,Washoe,19,Female,Other/Mixed,Some college/associate,Democrat,Somewhat liberal,Harris,Own,No,Very serious,Strongly support,Somewhat oppose,Somewhat support,Very concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00833,sms,complete,Passed,790,Clark,Clark,21,Female,White non-Hispanic,High school or less,Democrat,Moderate,Harris,Rent,No,Very serious,Strongly support,Strongly support,Somewhat oppose,Somewhat concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00834,online,complete,Passed,1077,Clark,Clark,45,Female,White non-Hispanic,Some college/associate,Democrat,Somewhat liberal,Trump,Own,Yes,Very serious,Somewhat oppose,Strongly support,Strongly oppose,Very concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00835,online,complete,Passed,1228,Clark,Clark,31,Female,White non-Hispanic,College graduate,Independent/Other,Moderate,Did not vote,Own,Yes,Somewhat serious,Strongly oppose,Somewhat oppose,Strongly oppose,Very concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00836,online,complete,Passed,461,Rural Nevada,Carson City,47,Male,Hispanic/Latino,High school or less,Independent/Other,Moderate,Harris,Own,No,Somewhat serious,Strongly oppose,Strongly support,Not sure,Very concerned,Strongly support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00837,online,complete,Passed,688,Clark,Clark,47,Male,White non-Hispanic,High school or less,Republican,Very conservative,Trump,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat support,Not too concerned,Somewhat oppose,Strongly support,Build more homes even if neighborhoods change
NVH00838,online,complete,Passed,1340,Clark,Clark,38,Male,White non-Hispanic,Postgraduate,Democrat,Very liberal,Harris,Own,No,Very serious,Somewhat support,Not sure,Somewhat oppose,Not at all concerned,Somewhat support,Somewhat support,Not sure
NVH00839,sms,complete,Passed,1316,Clark,Clark,55,Female,White non-Hispanic,Postgraduate,Democrat,Very liberal,Harris,Rent,No,Very serious,Strongly support,Somewhat oppose,Somewhat support,Very concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00840,sms,complete,Passed,307,Clark,Clark,31,Female,White non-Hispanic,Some college/associate,Democrat,Somewhat conservative,Harris,Rent,Yes,Very serious,Strongly support,Strongly support,Somewhat support,Very concerned,Somewhat oppose,Somewhat support,Not sure
NVH00841,sms,partial,Passed,208,Rural Nevada,Lyon,53,Female,Hispanic/Latino,High school or less,Independent/Other,Moderate,Harris,Own,Yes,Not too serious,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat concerned,Somewhat oppose,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00842,online,complete,Passed,1326,Clark,Clark,35,Female,Asian/Pacific Islander,College graduate,Independent/Other,Very conservative,Trump,Own,No,Somewhat serious,Strongly support,Somewhat oppose,Somewhat oppose,Not at all concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00843,online,complete,Passed,558,Rural Nevada,Lyon,64,Female,White non-Hispanic,College graduate,Republican,Somewhat conservative,Trump,Own,No,Very serious,Strongly oppose,Somewhat support,Strongly support,Somewhat concerned,Not sure,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00844,online,complete,Passed,1064,Rural Nevada,Humboldt,22,Female,White non-Hispanic,College graduate,Democrat,Moderate,Harris,Own,No,Somewhat serious,Somewhat oppose,Not sure,Somewhat support,Very concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00845,sms,partial,Passed,870,Clark,Clark,35,Male,White non-Hispanic,Postgraduate,Independent/Other,Moderate,Other,Own,No,Somewhat serious,Somewhat support,Not sure,Somewhat support,Very concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00846,online,complete,Passed,846,Clark,Clark,78,Female,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Somewhat oppose,Strongly support,Not sure,Somewhat concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00847,sms,complete,Passed,357,Rural Nevada,Humboldt,38,Female,Asian/Pacific Islander,College graduate,Democrat,Very liberal,Harris,Own,No,Very serious,Somewhat oppose,Somewhat support,Somewhat support,Not too concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00848,sms,complete,Passed,784,Clark,Clark,23,Female,White non-Hispanic,High school or less,Democrat,Very liberal,Harris,Own,Yes,Somewhat serious,Somewhat support,Strongly support,Strongly oppose,Very concerned,Somewhat oppose,Strongly support,Build more homes even if neighborhoods change
NVH00849,sms,complete,Passed,593,Clark,Clark,38,Male,Hispanic/Latino,College graduate,Independent/Other,Moderate,Other,Rent,Yes,Somewhat serious,Strongly support,Strongly support,Somewhat oppose,Very concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00850,online,complete,Passed,617,Washoe,Washoe,37,Female,Black,College graduate,Republican,Very conservative,Trump,Own,No,Somewhat serious,Somewhat support,Somewhat support,Not sure,Somewhat concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00851,online,complete,Passed,580,Clark,Clark,53,Female,Hispanic/Latino,High school or less,Independent/Other,Moderate,Trump,Own,Yes,Somewhat serious,Somewhat support,Somewhat oppose,Strongly support,Very concerned,Strongly support,Strongly oppose,Build more homes even if neighborhoods change
NVH00852,sms,complete,Passed,343,Clark,Clark,35,Female,Other/Mixed,College graduate,Independent/Other,Somewhat conservative,Harris,Rent,No,Somewhat serious,Somewhat support,Somewhat support,Not sure,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00853,online,complete,Failed,528,Clark,Clark,23,Female,White non-Hispanic,Some college/associate,Democrat,Moderate,Trump,Rent,Yes,Somewhat serious,Somewhat support,Somewhat support,Somewhat oppose,Very concerned,Strongly support,Not sure,Protect existing neighborhoods even if fewer homes are built
